	s1	s10	s11	s12	s13	s14	s15	s16	s17	s18	s19	s2	s20	s21	s22	s23	s24	s25	s26	s27	s28	s29	s3	s30	s31	s32	s33	s34	s35	s36	s37	s38	s39	s4	s40	s41	s42	s43	s44	s45	s46	s47	s48	s5	s6	s7	s8	s9	A	B	C	EC	Pathway_Module
K02203	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.558	0.0	0.0	0.0	0.0	0.2987012987012987	0.0	0.4	0.0	0.0	0.0	0.0	0.31	0.0	0.0	0.31	0.0	0.0	0.0	0.0	0.0	0.31	0.0	0.0	0.0	0.31	0.0	0.0	0.0	A09100 Metabolism 	B 09105 Amino acid metabolism 	C 00260 Glycine, serine and threonine metabolism [PATH:ko00260] 	thrH; phosphoserine / homoserine phosphotransferase [EC:3.1.3.3 2.7.1.39]	M00018 Threonine biosynthesis, aspartate => homoserine => threonine [PATH:map00260 map01230 map01100 map01110]
K02204	0.0	0.0	0.0	0.0	0.0	0.0	0.27	0.0	0.0	0.0	0.0	0.0	0.23	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.33	0.0	0.15	0.0	0.2	0.0	0.0	0.15	0.0	0.18	0.0	0.0	0.18	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.0	0.18	0.0	0.0	0.0	A09100 Metabolism 	B 09105 Amino acid metabolism 	C 00260 Glycine, serine and threonine metabolism [PATH:ko00260] 	thrB2; homoserine kinase type II [EC:2.7.1.39]	M00018 Threonine biosynthesis, aspartate => homoserine => threonine [PATH:map00260 map01230 map01100 map01110]
K02224	0.0	0.25087719298245614	0.0	0.0	0.0	0.0	0.54	0.3	0.0	0.0	0.13999999999999999	0.0	0.4329411764705883	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2765485362095532	0.3462857142857143	0.0	0.0	0.3462857142857143	0.0	0.0	0.0	0.25087719298245614	0.0	0.3462857142857143	0.0	0.0	0.25087719298245614	0.3462857142857143	0.0	0.0	0.0	A09100 Metabolism 	B 09108 Metabolism of cofactors and vitamins 	C 00860 Porphyrin and chlorophyll metabolism [PATH:ko00860] 	cobB-cbiA; cobyrinic acid a,c-diamide synthase [EC:6.3.5.9 6.3.5.11]	
K02225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.18	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.0	0.18	0.0	0.0	0.0	A09100 Metabolism 	B 09108 Metabolism of cofactors and vitamins 	C 00860 Porphyrin and chlorophyll metabolism [PATH:ko00860] 	cobC1, cobC; cobalamin biosynthetic protein CobC	M00122 Cobalamin biosynthesis, cobinamide => cobalamin [PATH:map00860 map01100]
K02226	0.0	0.13	0.29	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.31	0.0	0.0	0.33	0.0	0.15	0.0	0.2	0.0	0.0	0.0	0.14	0.18	0.0	0.0	0.18	0.0	0.0	0.29	0.13	0.2	0.18	0.08444444444444445	0.0	0.13	0.18	0.14	0.29	0.0	A09100 Metabolism 	B 09108 Metabolism of cofactors and vitamins 	C 00860 Porphyrin and chlorophyll metabolism [PATH:ko00860] 	cobC, phpB; alpha-ribazole phosphatase [EC:3.1.3.73]	M00122 Cobalamin biosynthesis, cobinamide => cobalamin [PATH:map00860 map01100]
K02227	0.0	0.13	0.0	0.0	0.0	0.0	0.27	0.15	0.0	0.0	0.09	0.0	0.23	0.0	0.0	0.0	0.2	0.2	0.0	0.31	0.0	0.0	0.5968085106382979	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.14	0.18	0.0	0.0	0.18	0.0	0.0	0.0	0.13	0.0	0.18	0.08	0.0	0.13	0.18	0.0	0.0	0.0	A09100 Metabolism 	B 09108 Metabolism of cofactors and vitamins 	C 00860 Porphyrin and chlorophyll metabolism [PATH:ko00860] 	cbiB, cobD; adenosylcobinamide-phosphate synthase [EC:6.3.1.10]	M00122 Cobalamin biosynthesis, cobinamide => cobalamin [PATH:map00860 map01100]
K02228	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.18	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.0	0.18	0.0	0.0	0.0	A09100 Metabolism 	B 09108 Metabolism of cofactors and vitamins 	C 00860 Porphyrin and chlorophyll metabolism [PATH:ko00860] 	cobF; precorrin-6A synthase [EC:2.1.1.152]	
K02229	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.18	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.0	0.18	0.0	0.0	0.0	A09100 Metabolism 	B 09108 Metabolism of cofactors and vitamins 	C 00860 Porphyrin and chlorophyll metabolism [PATH:ko00860] 	cobG; precorrin-3B synthase [EC:1.14.13.83]	
K02230	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20157142857142857	0.0	0.0	0.20157142857142857	0.0	0.0	0.0	0.0	0.0	0.20157142857142857	0.0	0.0	0.0	0.20157142857142857	0.0	0.0	0.0	A09100 Metabolism 	B 09108 Metabolism of cofactors and vitamins 	C 00860 Porphyrin and chlorophyll metabolism [PATH:ko00860] 	cobN; cobaltochelatase CobN [EC:6.6.1.2]	
K02231	0.0	0.25087719298245614	0.0	0.0	0.0	0.0	0.54	0.3	0.0	0.0	0.2	0.0	0.46	0.0	0.0	0.0	0.22222222222222224	0.0	0.0	0.372	0.0	0.0	0.6038297872340426	0.0	0.2844155844155844	0.0	0.4	0.0	0.0	0.0	0.2784899845916795	0.35114285714285715	0.0	0.0	0.35114285714285715	0.0	0.0	0.0	0.25087719298245614	0.0	0.35114285714285715	0.28444444444444444	0.0	0.25087719298245614	0.35114285714285715	0.168	0.0	0.0	A09100 Metabolism 	B 09108 Metabolism of cofactors and vitamins 	C 00860 Porphyrin and chlorophyll metabolism [PATH:ko00860] 	cobP, cobU; adenosylcobinamide kinase / adenosylcobinamide-phosphate guanylyltransferase [EC:2.7.1.156 2.7.7.62]	M00122 Cobalamin biosynthesis, cobinamide => cobalamin [PATH:map00860 map01100]
K02232	0.0	0.13	0.0	0.0	0.0	0.0	0.27	0.15	0.0	0.0	0.09	0.0	0.23	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.18	0.0	0.0	0.18	0.0	0.0	0.0	0.13	0.0	0.18	0.0	0.0	0.13	0.18	0.0	0.0	0.0	A09100 Metabolism 	B 09108 Metabolism of cofactors and vitamins 	C 00860 Porphyrin and chlorophyll metabolism [PATH:ko00860] 	cobQ, cbiP; adenosylcobyric acid synthase [EC:6.3.5.10]	M00122 Cobalamin biosynthesis, cobinamide => cobalamin [PATH:map00860 map01100]
K02233	0.0	0.13	0.0	0.0	0.0	0.0	0.27	0.15	0.0	0.0	0.09	0.0	0.23	0.0	0.0	0.0	0.2	0.0	0.0	0.31	0.0	0.0	0.33	0.0	0.15	0.0	0.2	0.0	0.0	0.0	0.14	0.18	0.0	0.0	0.18	0.0	0.0	0.0	0.13	0.0	0.18	0.08	0.0	0.13	0.18	0.14	0.0	0.0	A09100 Metabolism 	B 09108 Metabolism of cofactors and vitamins 	C 00860 Porphyrin and chlorophyll metabolism [PATH:ko00860] 	E2.7.8.26, cobS, cobV; adenosylcobinamide-GDP ribazoletransferase [EC:2.7.8.26]	M00122 Cobalamin biosynthesis, cobinamide => cobalamin [PATH:map00860 map01100]
K02234	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.18	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.0	0.18	0.0	0.0	0.0	A09100 Metabolism 	B 09108 Metabolism of cofactors and vitamins 	C 00860 Porphyrin and chlorophyll metabolism [PATH:ko00860] 	cobW; cobalamin biosynthesis protein CobW	
K02236	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.1835958005249344	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	A09180 Brite Hierarchies 	B 09183 Protein families: signaling and cellular processes 	C 02044 Secretion system [BR:ko02044] 	comC; leader peptidase (prepilin peptidase) / N-methyltransferase [EC:3.4.23.43 2.1.1.-]	M00429 Competence-related DNA transformation transporter [BR:ko02044]
K02237	0.0	0.13	0.29	0.0	0.0	0.15	0.0	0.15	0.17	0.17	0.09	0.1	0.0	0.0	0.15	0.0	0.0	0.2	0.0	0.31	0.0	0.15	0.33	0.17	0.15	0.15	0.0	0.0	0.0	0.0	0.14010785824345148	0.18014285714285713	0.16	0.13	0.18014285714285713	0.52	0.25	0.29	0.13	0.2	0.18014285714285713	0.08	0.25	0.13	0.18014285714285713	0.14	0.29	0.15	A09180 Brite Hierarchies 	B 09183 Protein families: signaling and cellular processes 	C 02044 Secretion system [BR:ko02044] 	comEA; competence protein ComEA	M00429 Competence-related DNA transformation transporter [BR:ko02044]
K02238	0.19	0.13	0.29	0.0	0.0	0.15	0.0	0.15	0.17	0.17	0.11	0.1	0.0	0.0	0.15	0.5	0.2	0.2	0.0	0.31	0.0	0.15	0.33	0.17	0.15	0.15	0.2	0.45	0.4	0.15	0.14	0.18	0.16	0.13134020618556702	0.18	0.52	0.25	0.29	0.13	0.2	0.18	0.08	0.25	0.13	0.18	0.14	0.29	0.15	A09180 Brite Hierarchies 	B 09183 Protein families: signaling and cellular processes 	C 02044 Secretion system [BR:ko02044] 	comEC; competence protein ComEC	M00429 Competence-related DNA transformation transporter [BR:ko02044]
K02239	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	A09180 Brite Hierarchies 	B 09183 Protein families: signaling and cellular processes 	C 02044 Secretion system [BR:ko02044] 	comER; competence protein ComER	M00429 Competence-related DNA transformation transporter [BR:ko02044]
K02240	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.08	0.25	0.0	0.0	0.0	0.0	0.0	A09180 Brite Hierarchies 	B 09183 Protein families: signaling and cellular processes 	C 02044 Secretion system [BR:ko02044] 	comFA; competence protein ComFA	M00429 Competence-related DNA transformation transporter [BR:ko02044]
K02242	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.08	0.25	0.0	0.0	0.0	0.0	0.0	A09180 Brite Hierarchies 	B 09183 Protein families: signaling and cellular processes 	C 02044 Secretion system [BR:ko02044] 	comFC; competence protein ComFC	M00429 Competence-related DNA transformation transporter [BR:ko02044]
K02243	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	A09180 Brite Hierarchies 	B 09183 Protein families: signaling and cellular processes 	C 02044 Secretion system [BR:ko02044] 	comGA; competence protein ComGA	M00429 Competence-related DNA transformation transporter [BR:ko02044]
K02244	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	A09180 Brite Hierarchies 	B 09183 Protein families: signaling and cellular processes 	C 02044 Secretion system [BR:ko02044] 	comGB; competence protein ComGB	M00429 Competence-related DNA transformation transporter [BR:ko02044]
K02245	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	A09180 Brite Hierarchies 	B 09183 Protein families: signaling and cellular processes 	C 02044 Secretion system [BR:ko02044] 	comGC; competence protein ComGC	M00429 Competence-related DNA transformation transporter [BR:ko02044]
K02246	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	A09180 Brite Hierarchies 	B 09183 Protein families: signaling and cellular processes 	C 02044 Secretion system [BR:ko02044] 	comGD; competence protein ComGD	M00429 Competence-related DNA transformation transporter [BR:ko02044]
K02247	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	A09180 Brite Hierarchies 	B 09183 Protein families: signaling and cellular processes 	C 02044 Secretion system [BR:ko02044] 	comGE; competence protein ComGE	M00429 Competence-related DNA transformation transporter [BR:ko02044]
K02248	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	A09180 Brite Hierarchies 	B 09183 Protein families: signaling and cellular processes 	C 02044 Secretion system [BR:ko02044] 	comGF; competence protein ComGF	M00429 Competence-related DNA transformation transporter [BR:ko02044]
K02249	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	A09180 Brite Hierarchies 	B 09183 Protein families: signaling and cellular processes 	C 02044 Secretion system [BR:ko02044] 	comGG; competence protein ComGG	M00429 Competence-related DNA transformation transporter [BR:ko02044]
K02250	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.1751968503937008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	A09140 Cellular Processes 	B 09145 Cellular community - prokaryotes 	C 02024 Quorum sensing [PATH:ko02024] 	comK; competence protein ComK	
K02250	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.1751968503937008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	A09180 Brite Hierarchies 	B 09182 Protein families: genetic information processing 	C 03000 Transcription factors [BR:ko03000] 	comK; competence protein ComK	
K02250	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.1751968503937008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	A09180 Brite Hierarchies 	B 09183 Protein families: signaling and cellular processes 	C 02044 Secretion system [BR:ko02044] 	comK; competence protein ComK	
K02252	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	A09130 Environmental Information Processing 	B 09132 Signal transduction 	C 02020 Two-component system [PATH:ko02020] 	comS; competence protein ComS	
K02252	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	A09140 Cellular Processes 	B 09145 Cellular community - prokaryotes 	C 02024 Quorum sensing [PATH:ko02024] 	comS; competence protein ComS	
K02252	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	A09180 Brite Hierarchies 	B 09183 Protein families: signaling and cellular processes 	C 02044 Secretion system [BR:ko02044] 	comS; competence protein ComS	
K02254	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	A09180 Brite Hierarchies 	B 09183 Protein families: signaling and cellular processes 	C 02044 Secretion system [BR:ko02044] 	comZ; competence protein ComZ	
K02258	0.0	0.0	0.29	0.0	0.0	0.0	0.27	0.0	0.0	0.0	0.0	0.0	0.23	0.0	0.0	0.0	0.2	0.2	0.0	0.31	0.0	0.0	0.33	0.0	0.0	0.0	0.2	0.0	0.0	0.15	0.0	0.18	0.0	0.0	0.18	0.0	0.0	0.29	0.0	0.0	0.18	0.0	0.0	0.0	0.18	0.0	0.29	0.0	A09100 Metabolism 	B 09102 Energy metabolism 	C 00190 Oxidative phosphorylation [PATH:ko00190] 	COX11, ctaG; cytochrome c oxidase assembly protein subunit 11	M00154 Cytochrome c oxidase [PATH:map00190]
K02258	0.0	0.0	0.29	0.0	0.0	0.0	0.27	0.0	0.0	0.0	0.0	0.0	0.23	0.0	0.0	0.0	0.2	0.2	0.0	0.31	0.0	0.0	0.33	0.0	0.0	0.0	0.2	0.0	0.0	0.15	0.0	0.18	0.0	0.0	0.18	0.0	0.0	0.29	0.0	0.0	0.18	0.0	0.0	0.0	0.18	0.0	0.29	0.0	A09150 Organismal Systems 	B 09159 Environmental adaptation 	C 04714 Thermogenesis [PATH:ko04714] 	COX11, ctaG; cytochrome c oxidase assembly protein subunit 11	M00154 Cytochrome c oxidase [PATH:map00190]
K02258	0.0	0.0	0.29	0.0	0.0	0.0	0.27	0.0	0.0	0.0	0.0	0.0	0.23	0.0	0.0	0.0	0.2	0.2	0.0	0.31	0.0	0.0	0.33	0.0	0.0	0.0	0.2	0.0	0.0	0.15	0.0	0.18	0.0	0.0	0.18	0.0	0.0	0.29	0.0	0.0	0.18	0.0	0.0	0.0	0.18	0.0	0.29	0.0	A09180 Brite Hierarchies 	B 09182 Protein families: genetic information processing 	C 03029 Mitochondrial biogenesis [BR:ko03029] 	COX11, ctaG; cytochrome c oxidase assembly protein subunit 11	M00154 Cytochrome c oxidase [PATH:map00190]
K02259	0.0	0.0	0.29	0.0	0.0	0.0	0.27	0.0	0.17	0.17	0.09	0.10144356955380579	0.23	0.0	0.0	0.0	0.2	0.21111111111111114	0.0	0.31	0.0	0.0	0.33	0.17	0.0	0.0	0.2	0.0	0.4	0.15	0.0	0.18	0.0	0.0	0.18	0.52	0.0	0.29	0.0	0.0	0.18	0.08	0.0	0.0	0.18	0.0	0.29	0.0	A09100 Metabolism 	B 09102 Energy metabolism 	C 00190 Oxidative phosphorylation [PATH:ko00190] 	COX15, ctaA; cytochrome c oxidase assembly protein subunit 15	M00154 Cytochrome c oxidase [PATH:map00190]
K02259	0.0	0.0	0.29	0.0	0.0	0.0	0.27	0.0	0.17	0.17	0.09	0.10144356955380579	0.23	0.0	0.0	0.0	0.2	0.21111111111111114	0.0	0.31	0.0	0.0	0.33	0.17	0.0	0.0	0.2	0.0	0.4	0.15	0.0	0.18	0.0	0.0	0.18	0.52	0.0	0.29	0.0	0.0	0.18	0.08	0.0	0.0	0.18	0.0	0.29	0.0	A09100 Metabolism 	B 09108 Metabolism of cofactors and vitamins 	C 00860 Porphyrin and chlorophyll metabolism [PATH:ko00860] 	COX15, ctaA; cytochrome c oxidase assembly protein subunit 15	M00154 Cytochrome c oxidase [PATH:map00190]
K02259	0.0	0.0	0.29	0.0	0.0	0.0	0.27	0.0	0.17	0.17	0.09	0.10144356955380579	0.23	0.0	0.0	0.0	0.2	0.21111111111111114	0.0	0.31	0.0	0.0	0.33	0.17	0.0	0.0	0.2	0.0	0.4	0.15	0.0	0.18	0.0	0.0	0.18	0.52	0.0	0.29	0.0	0.0	0.18	0.08	0.0	0.0	0.18	0.0	0.29	0.0	A09130 Environmental Information Processing 	B 09132 Signal transduction 	C 02020 Two-component system [PATH:ko02020] 	COX15, ctaA; cytochrome c oxidase assembly protein subunit 15	M00154 Cytochrome c oxidase [PATH:map00190]
K02259	0.0	0.0	0.29	0.0	0.0	0.0	0.27	0.0	0.17	0.17	0.09	0.10144356955380579	0.23	0.0	0.0	0.0	0.2	0.21111111111111114	0.0	0.31	0.0	0.0	0.33	0.17	0.0	0.0	0.2	0.0	0.4	0.15	0.0	0.18	0.0	0.0	0.18	0.52	0.0	0.29	0.0	0.0	0.18	0.08	0.0	0.0	0.18	0.0	0.29	0.0	A09150 Organismal Systems 	B 09159 Environmental adaptation 	C 04714 Thermogenesis [PATH:ko04714] 	COX15, ctaA; cytochrome c oxidase assembly protein subunit 15	M00154 Cytochrome c oxidase [PATH:map00190]
K02259	0.0	0.0	0.29	0.0	0.0	0.0	0.27	0.0	0.17	0.17	0.09	0.10144356955380579	0.23	0.0	0.0	0.0	0.2	0.21111111111111114	0.0	0.31	0.0	0.0	0.33	0.17	0.0	0.0	0.2	0.0	0.4	0.15	0.0	0.18	0.0	0.0	0.18	0.52	0.0	0.29	0.0	0.0	0.18	0.08	0.0	0.0	0.18	0.0	0.29	0.0	A09180 Brite Hierarchies 	B 09182 Protein families: genetic information processing 	C 03029 Mitochondrial biogenesis [BR:ko03029] 	COX15, ctaA; cytochrome c oxidase assembly protein subunit 15	M00154 Cytochrome c oxidase [PATH:map00190]
K02274	0.0	0.0	0.29	0.0	0.0	0.0	0.54	0.0	0.0	0.0	0.18	0.1251968503937008	0.23	0.0	0.0	0.0	0.3111111111111111	0.21666666666666667	0.0	0.3224	0.0	0.0	0.41425531914893615	0.0	0.0	0.0	0.2	0.0	0.4	0.15	0.0	0.18	0.0	0.0	0.18	0.5259770114942529	0.0	0.29	0.0	0.0	0.18	0.16	0.0	0.0	0.18	0.0	0.29	0.0	A09100 Metabolism 	B 09102 Energy metabolism 	C 00190 Oxidative phosphorylation [PATH:ko00190] 	coxA, ctaD; cytochrome c oxidase subunit I [EC:1.9.3.1]	M00155 Cytochrome c oxidase, prokaryotes [PATH:map00190]
K02275	0.0	0.0	0.29	0.0	0.0	0.0	0.81	0.0	0.0	0.0	0.18	0.126246719160105	0.23	0.0	0.0	0.0	0.4444444444444445	0.20555555555555555	0.0	0.3224	0.0	0.0	0.4493617021276596	0.0	0.0	0.0	0.2	0.0	0.4	0.19999999999999998	0.0	0.18	0.0	0.0	0.18	0.52	0.0	0.29	0.0	0.0	0.18	0.1733333333333333	0.0	0.0	0.18	0.0	0.29	0.0	A09100 Metabolism 	B 09102 Energy metabolism 	C 00190 Oxidative phosphorylation [PATH:ko00190] 	coxB, ctaC; cytochrome c oxidase subunit II [EC:1.9.3.1]	M00155 Cytochrome c oxidase, prokaryotes [PATH:map00190]
K02276	0.0	0.0	0.29	0.0	0.0	0.0	0.6300000000000001	0.0	0.0	0.0	0.09	0.1	0.23	0.0	0.0	0.0	0.33333333333333337	0.21111111111111114	0.0	0.3472	0.0	0.0	0.33	0.0	0.0	0.0	0.2	0.0	0.8	0.15	0.0	0.18	0.0	0.0	0.18	0.52	0.0	0.29	0.0	0.0	0.18	0.08	0.0	0.0	0.18	0.0	0.29	0.0	A09100 Metabolism 	B 09102 Energy metabolism 	C 00190 Oxidative phosphorylation [PATH:ko00190] 	coxC, ctaE; cytochrome c oxidase subunit III [EC:1.9.3.1]	M00155 Cytochrome c oxidase, prokaryotes [PATH:map00190]
