Type	s1	s2	s3	s4	s5	s6	s7	s8	s9	s10	s11	s12	s13	s14	s15	s16	s17	s18	s19	s20	s21	s22	s23	s24	s25	s26	s27	s28	s29	s30	s31	s32	s33	s34	s35	s36	s37	s38	s39	s40	s41	s42	s43	s44	s45	s46	s47	s48
GLYCEROL-DEG	0.095	0.052001312335958005	0.2404787234042553	0.09951030927835051	0.11232456140350877	0.14010714285714287	0.07	0.145	0.13885135135135135	0.11232456140350877	0.145	0.0	0.0	0.13885135135135135	0.135	0.1275	0.08530061892130858	0.08530061892130858	0.06999999999999999	0.1285294117647059	0.0	0.10357142857142856	0.25	0.10555555555555557	0.1	0.0	0.19375	0.0	0.10357142857142856	0.08530061892130858	0.075	0.10357142857142856	0.1	0.225	0.0	0.075	0.10491910631741141	0.14010714285714287	0.16799999999999998	0.14010714285714287	0.34965517241379307	0.0	0.145	0.11232456140350877	0.0	0.14010714285714287	0.057777777777777775	0.0
GLYCINE-DEG	0.095	0.05406824146981627	0.0	0.13033505154639174	0.1801754385964912	0.13114285714285714	0.07	0.0	0.075	0.1801754385964912	0.0	0.0	0.0	0.075	0.135	0.075	0.0	0.0	0.045	0.0	0.0	0.075	0.0	0.1	0.0	0.0	0.0	0.0	0.075	0.0	0.0	0.075	0.1	0.225	0.0	0.0	0.19926810477657936	0.13114285714285714	0.08	0.13114285714285714	0.0	0.0	0.0	0.1801754385964912	0.0	0.13114285714285714	0.04	0.0
GLYCOGEN-BIOSYN	0.19000000000000003	0.06666666666666667	0.0	0.131340206185567	0.13	0.0	0.14	0.0	0.10675675675675676	0.13	0.0	0.0	0.0	0.10675675675675676	0.27	0.15	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.15	0.0	0.15	0.0	0.0	0.14	0.0	0.16	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.0
GLYCOLYSIS-VARIANTS	0.0	0.1	0.0	0.13	0.13	0.04503571428571428	0.14	0.0	0.15	0.13	0.0	0.0	0.0	0.15	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.15	0.15000000000000002	0.1125	0.0	0.0	0.14	0.04503571428571428	0.16	0.04503571428571428	0.0	0.0	0.0	0.13	0.0	0.04503571428571428	0.08	0.0
Gluconeogenesis	0.0	0.0	0.0	0.13	0.13	0.0	0.14	0.0	0.15	0.13	0.0	0.0	0.0	0.15	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.14	0.0	0.16	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.0
Glucosylglycerate-Biosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Glycine-Betaine-Degradation	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Glycogen-Degradation	0.0	0.0	0.0	0.13	0.13	0.09	0.14	0.0	0.15	0.13	0.0	0.0	0.0	0.15	0.27	0.15	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.14	0.09	0.08	0.09	0.0	0.0	0.0	0.13	0.0	0.09	0.0	0.0
Glycolate-Degradation	0.0	0.1	0.33	0.13	0.13	0.2102857142857143	0.14	0.29	0.15202702702702703	0.13	0.29	0.0	0.0	0.15202702702702703	0.27	0.15	0.0	0.0	0.09	0.23	0.0	0.15	0.0	0.2	0.2	0.0	0.31	0.0	0.15	0.0	0.15	0.15	0.30000000000000004	0.0	0.0	0.15	0.14	0.2102857142857143	0.16	0.2102857142857143	0.5917241379310345	0.0	0.29	0.13	0.0	0.2102857142857143	0.08	0.0
Glycolipids-Biosynthesis	0.20461538461538462	0.10459317585301837	0.0	0.13	0.13	0.0	0.14	0.0	0.15	0.13	0.0	0.0	0.0	0.15	0.27	0.15	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.14	0.0	0.16	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.0
Guanine-Guanosine-Salvage	0.095	0.0	0.0	0.06567010309278351	0.06614035087719299	0.09	0.14	0.0	0.15	0.06614035087719299	0.0	0.0	0.0	0.15	0.27	0.075	0.0	0.0	0.075	0.0	0.0	0.075	0.0	0.0	0.0	0.0	0.0	0.0	0.075	0.0	0.0	0.075	0.0	0.0	0.0	0.0	0.07	0.09	0.08	0.09	0.0	0.0	0.0	0.06614035087719299	0.0	0.09	0.0	0.0
Guanosine-Deoxy-Denovo-Biosynthesis	0.19	0.10170603674540682	0.33	0.1306701030927835	0.13	0.18	0.14	0.29	0.15	0.13	0.29	0.0	0.0	0.15	0.27	0.15	0.1703006189213086	0.1703006189213086	0.09	0.23	0.0	0.15	0.5	0.2	0.2	0.0	0.31	0.0	0.15	0.1703006189213086	0.15	0.15	0.2	0.45	0.4	0.15	0.14	0.18	0.16	0.18	0.52	0.25	0.29	0.13	0.0	0.18	0.08	0.25
Guanosine-Nucleotides-Degradation	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HISTIDINE-DEG	0.19	0.1	0.0	0.13335051546391752	0.13	0.18	0.14	0.29	0.15	0.13	0.29	0.0	0.0	0.15	0.27	0.15	0.17	0.17	0.09	0.23	0.0	0.15	0.5	0.1	0.2	0.0	0.0	0.0	0.15	0.17	0.0	0.15	0.2	0.45	0.4	0.0	0.14	0.18	0.16	0.18	0.52	0.0	0.29	0.13	0.0	0.18	0.08666666666666667	0.0
HISTIDINE-SYN	0.19	0.1	0.0	0.13	0.13	0.0	0.14	0.0	0.15	0.13	0.0	0.0	0.0	0.15	0.0	0.15	0.0	0.0	0.09	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.15	0.0	0.45	0.0	0.0	0.14	0.0	0.16	0.0	0.0	0.0	0.0	0.13	0.2	0.0	0.08	0.0
HMP-PP-Biosynthesis	0.19	0.1	0.33	0.13	0.13	0.18	0.14	0.29	0.15	0.13	0.29	0.0	0.0	0.15	0.27	0.15	0.0	0.0	0.09	0.0	0.0	0.15	0.0	0.2	0.2	0.0	0.31	0.0	0.15	0.0	0.15	0.15	0.2	0.0	0.0	0.19999999999999998	0.14	0.18	0.16	0.18	0.0	0.0	0.29	0.13	0.0	0.18	0.08	0.0
Heme-Degradation	0.0	0.1515748031496063	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Heme-b-Biosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hydroxyprolines-Degradation	0.095	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.075	0.0	0.0	0.0	0.0	0.075	0.0	0.0	0.0	0.0	0.0	0.13529411764705884	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.225	0.0	0.0	0.0	0.09	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0
IMP-Biosynthesis	0.19	0.1	0.0	0.13	0.13	0.18	0.14	0.29	0.15	0.13	0.29	0.0	0.0	0.15	0.27	0.15	0.0	0.0	0.09	0.23	0.0	0.15	0.0	0.2	0.2	0.0	0.31	0.0	0.15	0.0	0.0	0.15	0.2	0.45	0.0	0.15	0.14	0.18	0.16	0.18	0.0	0.25	0.29	0.13	0.2	0.18	0.08	0.25
ISOLEUCINE-DEG	0.19	0.1031496062992126	0.33	0.13	0.13	0.19671428571428567	0.14	0.29	0.16013513513513514	0.13	0.29	0.0	0.0	0.16013513513513514	0.27	0.15	0.0	0.0	0.0	0.23	0.0	0.15714285714285714	0.5	0.2	0.2	0.0	0.31	0.0	0.15714285714285714	0.0	0.15	0.15714285714285714	0.30000000000000004	0.45	0.4	0.15	0.14	0.19671428571428567	0.20266666666666666	0.19671428571428567	0.5259770114942529	0.0	0.29	0.13	0.0	0.19671428571428567	0.08	0.0
ISOLEUCINE-SYN	0.1666153846153846	0.07745406824146982	0.198	0.10400000000000001	0.13	0.11468571428571428	0.11200000000000002	0.174	0.12202702702702703	0.13	0.174	0.0	0.0	0.12202702702702703	0.30599999999999994	0.09	0.10410433244916004	0.10410433244916004	0.0	0.2110588235294118	0.0	0.12142857142857144	0.2	0.27555555555555555	0.12000000000000002	0.0	0.186	0.0	0.12142857142857144	0.10410433244916004	0.0	0.12142857142857144	0.22000000000000003	0.45999999999999996	0.16	0.09	0.14	0.11468571428571428	0.128	0.11468571428571428	0.20919540229885056	0.1	0.174	0.13	0.08	0.11468571428571428	0.049777777777777775	0.1
ISOPRENOIDS	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Interconversion	0.0	0.10131233595800525	0.0	0.14608247422680412	0.13	0.0	0.15400000000000003	0.0	0.1743243243243243	0.13	0.0	0.0	0.0	0.1743243243243243	0.27	0.24	0.0	0.0	0.09	0.0	0.0	0.15714285714285714	0.0	0.2	0.0	0.0	0.0	0.0	0.15714285714285714	0.0	0.0	0.15714285714285714	0.2	0.0	0.0	0.0	0.14	0.0	0.18133333333333332	0.0	0.0	0.25	0.0	0.13	0.2	0.0	0.08	0.25
Iron-Metabolism	1.0084615384615385	0.45236220472440947	0.0	0.0	0.0	0.9102857142857143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.43	0.0	0.0	0.0	0.58	0.0	0.0	0.0	0.0	1.377777777777778	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7000000000000001	2.25	0.0	0.0	0.0	0.9102857142857143	0.0	0.9102857142857143	0.0	0.0	0.0	0.0	0.0	0.9102857142857143	0.49333333333333335	0.0
KDO-Lipid-IV-Transfer	0.19	0.0	0.33	0.13	0.13	0.18	0.14	0.29	0.15	0.13	0.29	0.0	0.0	0.15	0.27	0.15	0.0	0.0	0.0	0.23	0.0	0.15	0.5	0.2	0.2	0.0	0.31	0.0	0.15	0.0	0.15	0.15	0.2	0.45	0.4	0.15	0.14	0.18	0.16	0.18	0.0	0.0	0.29	0.13	0.0	0.18	0.0	0.0
L-Arabinose-Degradation	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L-Malate-Degradation	0.0	0.0	0.484468085106383	0.0	0.13	0.18	0.0	0.0	0.15	0.13	0.0	0.0	0.0	0.15	0.45000000000000007	0.0	0.0	0.0	0.12	0.0	0.0	0.17857142857142858	0.0	0.35555555555555557	0.0	0.0	0.31	0.0	0.17857142857142858	0.0	0.15	0.17857142857142858	0.0	0.0	0.0	0.0	0.0	0.18	0.16	0.18	0.0	0.0	0.0	0.13	0.0	0.18	0.08444444444444445	0.0
L-Ornithine-Biosynthesis	0.0	0.0	0.0	0.13	0.13	0.18	0.14	0.0	0.15	0.13	0.0	0.0	0.0	0.15	0.27	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.2	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.15	0.2	0.0	0.0	0.0	0.14	0.18	0.16	0.18	0.0	0.0	0.0	0.13	0.0	0.18	0.0	0.0
L-rhamnose-Degradation	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LACTOSE-DEG	0.76	0.0	0.0	0.21510309278350515	0.25315789473684214	0.0	0.406	0.0	0.30405405405405406	0.25315789473684214	0.0	0.0	0.0	0.30405405405405406	0.27	0.3	0.0	0.0	0.0	0.0	0.0	0.19999999999999998	0.0	0.0	0.0	0.0	0.0	0.0	0.19999999999999998	0.0	0.0	0.19999999999999998	0.0	0.6	0.0	0.0	0.0	0.0	0.18133333333333332	0.0	0.0	0.65	0.0	0.25315789473684214	0.2	0.0	0.08	0.65
LEUCINE-DEG	0.095	0.0	0.0	0.0	0.065	0.09	0.07	0.145	0.075	0.065	0.145	0.0	0.0	0.075	0.135	0.075	0.0	0.0	0.0	0.115	0.0	0.0	0.0	0.1	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.09	0.08	0.09	0.0	0.0	0.145	0.065	0.0	0.09	0.0	0.0
LEUCINE-SYN	0.20461538461538462	0.1278215223097113	0.33	0.13	0.13	0.19671428571428567	0.14	0.29	0.16013513513513514	0.13	0.29	0.0	0.0	0.16013513513513514	0.36	0.15	0.17496021220159153	0.17496021220159153	0.0	0.5141176470588236	0.0	0.15714285714285714	0.5	0.2	0.2	0.0	0.31	0.0	0.15714285714285714	0.17496021220159153	0.15	0.15714285714285714	0.30000000000000004	0.45	0.0	0.15	0.14	0.19671428571428567	0.20266666666666666	0.19671428571428567	0.5259770114942529	0.25	0.29	0.13	0.2	0.19671428571428567	0.08888888888888889	0.25
LYSINE-DEG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LYSINE-SYN	0.14250000000000002	0.07549212598425198	0.33	0.13016752577319587	0.13	0.18	0.14	0.29	0.15	0.13	0.29	0.0	0.0	0.15	0.27	0.15	0.0425	0.0425	0.0225	0.23	0.0	0.15	0.375	0.2	0.2	0.0	0.31	0.0	0.15	0.0425	0.0	0.15	0.2	0.3375	0.30000000000000004	0.15	0.14	0.18	0.16	0.18	0.52	0.0625	0.29	0.13	0.05	0.18	0.06	0.0625
Limonene-Degradation	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0
Lipid-Biosynthesis	0.19974358974358974	0.16894138232720912	0.21765957446808512	0.08666666666666667	0.08666666666666667	0.21247619047619049	0.14	0.19333333333333333	0.17500000000000002	0.08666666666666667	0.19333333333333333	0.0	0.0	0.17500000000000002	0.21	0.09999999999999999	0.05666666666666667	0.05666666666666667	0.12666666666666668	0.15784313725490196	0.0	0.09999999999999999	0.0	0.2592592592592593	0.2240740740740741	0.0	0.28106666666666663	0.0	0.09999999999999999	0.05666666666666667	0.0	0.09999999999999999	0.20000000000000004	0.3666666666666667	0.0	0.15	0.09333333333333334	0.21247619047619049	0.16	0.21247619047619049	0.0	0.09999999999999999	0.19333333333333333	0.08666666666666667	0.13333333333333333	0.21247619047619049	0.11555555555555556	0.09999999999999999
Lipoate-Biosynthesis	0.12666666666666668	0.03390201224846894	0.22	0.08666666666666667	0.08666666666666667	0.12228571428571429	0.09333333333333334	0.19333333333333333	0.09999999999999999	0.08666666666666667	0.19333333333333333	0.0	0.0	0.09999999999999999	0.18000000000000002	0.09999999999999999	0.05666666666666667	0.05666666666666667	0.03	0.15333333333333335	0.0	0.09999999999999999	0.3333333333333333	0.13333333333333333	0.13333333333333333	0.0	0.20666666666666667	0.0	0.09999999999999999	0.05666666666666667	0.13982683982683983	0.09999999999999999	0.13333333333333333	0.3	0.26666666666666666	0.09999999999999999	0.09333333333333334	0.12228571428571429	0.10666666666666667	0.12228571428571429	0.3466666666666667	0.0	0.19333333333333333	0.08666666666666667	0.0	0.12228571428571429	0.02666666666666667	0.0
Lipopolysaccharide-Biosynthesis	0.095	0.0	0.165	0.065	0.065	0.09	0.07	0.145	0.075	0.065	0.145	0.0	0.0	0.075	0.0	0.075	0.0	0.0	0.0	0.0	0.0	0.075	0.25	0.0	0.1	0.0	0.155	0.0	0.075	0.0	0.075	0.075	0.1	0.225	0.2	0.075	0.07	0.09	0.17066666666666666	0.09	0.0	0.0	0.145	0.065	0.0	0.09	0.0	0.0
MEP-Pathways	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.14	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
METHIONINE-DEG	0.0	0.0	0.33	0.0	0.0	0.18	0.0	0.29	0.15	0.0	0.29	0.0	0.0	0.15	0.27	0.0	0.0	0.0	0.0	0.23	0.0	0.0	0.5	0.2	0.2	0.0	0.31	0.0	0.0	0.0	0.15	0.0	0.2	0.45	0.4	0.0	0.0	0.18	0.0	0.18	0.52	0.0	0.29	0.0	0.0	0.18	0.08	0.0
MTR-1P-Degradation	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Malonate-Degradation	0.0	0.0	0.33	0.13	0.0	0.18	0.14	0.29	0.0	0.0	0.29	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.18	0.0	0.0	0.29	0.0	0.0	0.18	0.0	0.0
Mannosylglucosylglycerate-Biosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mannosylglycerate-Biosynthesis	0.0	0.0	0.0	0.13536082474226804	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Menaquinone-Biosynthesis	0.0	0.0	0.0	0.13	0.13	0.0	0.14	0.0	0.15	0.13	0.0	0.0	0.0	0.15	0.0	0.15	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.45	0.0	0.0	0.14	0.0	0.16	0.0	0.0	0.25	0.0	0.13	0.0	0.0	0.0	0.25
Metabolic-Clusters	0.2557692307692308	0.3531496062992126	0.19308510638297874	0.06734536082474228	0.065	0.18314285714285714	0.07	0.2784	0.14695945945945946	0.065	0.2784	0.0	0.0	0.14695945945945946	0.18	0.075	0.16872236958443856	0.16872236958443856	0.215	0.13529411764705884	0.0	0.0857142857142857	0.25	0.1	0.1	0.0	0.155	0.0	0.0857142857142857	0.16872236958443856	0.1422077922077922	0.0857142857142857	0.2	0.0	0.2	0.075	0.07	0.18314285714285714	0.10666666666666666	0.18314285714285714	0.35862068965517246	0.125	0.2784	0.065	0.17500000000000002	0.18314285714285714	0.09777777777777778	0.125
Metabolic-Regulators	0.19	0.1	0.33	0.13	0.13	0.18	0.14	0.29	0.15	0.13	0.29	0.0	0.0	0.15	0.0	0.15	0.0	0.0	0.09	0.0	0.0	0.15	0.5	0.2	0.2	0.0	0.31	0.0	0.15	0.0	0.15	0.15	0.2	0.45	0.4	0.15	0.14	0.18	0.16	0.18	0.52	0.25	0.29	0.13	0.0	0.18	0.0	0.25
Methionine-De-novo-Biosynthesis	0.0	0.05	0.165	0.13	0.13	0.09	0.14	0.145	0.15	0.13	0.145	0.0	0.0	0.15	0.135	0.075	0.0	0.0	0.045	0.115	0.0	0.15	0.25	0.1	0.1	0.0	0.155	0.0	0.15	0.0	0.075	0.15	0.1	0.225	0.2	0.075	0.14	0.09	0.0	0.09	0.0	0.0	0.145	0.13	0.0	0.09	0.04	0.0
Methyl-Citrate-Cycle	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.0
Methylglyoxal-Detoxification	0.19	0.0	0.33	0.13	0.13	0.18157142857142855	0.14	0.29	0.15	0.13	0.29	0.0	0.0	0.15	0.27	0.15	0.0	0.0	0.0	0.2705882352941177	0.0	0.15714285714285714	0.0	0.22222222222222224	0.25	0.0	0.3224	0.0	0.15714285714285714	0.0	0.0	0.15714285714285714	0.30000000000000004	0.0	0.0	0.15	0.14	0.18157142857142855	0.16	0.18157142857142855	0.0	0.0	0.29	0.13	0.0	0.18157142857142855	0.08	0.0
Methylthioadenosine-Degradation	0.0	0.0	0.0	0.13	0.0	0.0	0.14	0.0	0.15	0.0	0.0	0.0	0.0	0.15	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.15	0.2	0.45	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mevalonate-Pathways	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20000000000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Molybdenum-Cofactor-Biosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
N-Acetylglucosamine-Degradation	0.38	0.0	0.0	0.13335051546391752	0.13456140350877194	0.0	0.196	0.0	0.15	0.13456140350877194	0.0	0.0	0.0	0.15	0.27	0.0	0.0	0.0	0.0	0.0	0.0	0.1714285714285714	0.0	0.0	0.0	0.0	0.0	0.0	0.1714285714285714	0.0	0.0	0.1714285714285714	0.0	0.0	0.0	0.0	0.14	0.0	0.192	0.0	0.0	0.0	0.0	0.13456140350877194	0.0	0.0	0.0	0.0
NAD-Metabolism	0.095	0.09750656167979004	0.165	0.1306701030927835	0.13	0.09	0.14	0.3016	0.15202702702702703	0.13	0.3016	0.0	0.0	0.15202702702702703	0.135	0.15	0.08702917771883291	0.08702917771883291	0.045	0.23	0.0	0.15	0.25	0.1	0.1	0.0	0.155	0.0	0.15	0.08702917771883291	0.075	0.15	0.1	0.225	0.2	0.075	0.14	0.09	0.09066666666666666	0.09	0.26	0.125	0.3016	0.13	0.1	0.09	0.08	0.125
NAD-SYN	0.027142857142857142	0.0	0.0	0.018571428571428572	0.018571428571428572	0.0	0.02	0.04308571428571428	0.08571428571428572	0.018571428571428572	0.04308571428571428	0.0	0.0	0.08571428571428572	0.0	0.02142857142857143	0.0	0.0	0.0	0.032857142857142856	0.0	0.04285714285714286	0.0	0.05714285714285715	0.0	0.0	0.0	0.0	0.04285714285714286	0.0	0.0	0.04285714285714286	0.0	0.0	0.0	0.0	0.04	0.0	0.022857142857142857	0.0	0.0	0.0	0.04308571428571428	0.018571428571428572	0.0	0.0	0.0	0.0
NITROGEN-DEG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NUCLEO-DEG	0.19	0.0	0.0	0.13	0.1505263157894737	0.0	0.14	0.0	0.15	0.1505263157894737	0.0	0.0	0.0	0.15	0.27	0.15	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.15	0.0	0.45	0.0	0.0	0.14	0.0	0.16	0.0	0.0	0.0	0.0	0.1505263157894737	0.0	0.0	0.0	0.0
